file_id id new_col3 new_col2 new_col1 wind_speed_3_avg sensor_11_avg sensor_12_avg sensor_18_avg sensor_52_avg
1 1 1 1 1 5.491666666666666 50.41666666666666 47.00694444444444 1202.775 10.594444444444443
1 2 1 1 1 3.9270833333333335 42.576388888888886 42.388888888888886 605.9388888888889 5.140972222222222
1 3 1 1 1 5.606944444444444 44.888888888888886 41.16666666666666 881.0222222222222 7.552083333333333
1 4 1 1 1 9.208333333333334 60.708333333333336 53.29166666666666 1611.84375 14.231944444444444
1 5 1 1 1 9.009027777777778 58.59027777777778 53.05555555555556 1538.6451388888888 13.577083333333333
1 6 1 1 1 2.834027777777778 39.145833333333336 38.18055555555556 571.1347222222222 4.884027777777778
1 7 1 1 1 3.907638888888889 44.5625 41.78472222222222 983.3340277777778 8.535416666666666
1 8 1 1 1 5.098611111111111 47.54166666666666 44.56944444444444 1001.0486111111112 8.669444444444444
1 9 1 1 1 6.8381944444444445 54.54861111111112 49.895833333333336 1439.177777777778 12.70138888888889
1 10 1 1 1 8.372916666666667 57.78472222222222 51.13194444444444 1537.1631944444443 13.566666666666666
1 11 1 1 1 8.84513888888889 55.97222222222222 49.34722222222222 1312.9673611111111 11.586111111111112
1 12 1 1 1 3.790972222222222 41.98611111111112 39.66666666666666 774.0111111111112 6.715972222222223
1 13 1 1 1 6.811805555555555 54.41666666666666 50.79166666666666 1400.5916666666667 12.365277777777775
1 14 1 1 1 4.259027777777778 45.020833333333336 43.13194444444444 874.3729166666667 7.6625
1 15 1 1 1 4.925000000000001 47.92361111111112 44.81944444444444 1068.295138888889 9.396527777777775
1 16 1 1 1 5.475694444444445 49.18055555555556 46.145833333333336 1039.5395833333334 9.12152777777778
1 17 1 1 1 8.185416666666667 58.5 54.03472222222222 1491.9645833333334 13.15972222222222
1 18 1 1 1 3.259722222222222 40.895833333333336 39.43055555555556 622.4159722222222 5.373611111111111
1 19 1 1 1 2.367361111111111 35.354166666666664 35.06944444444444 304.4763888888889 2.548611111111111
1 20 1 1 1 3.8409722222222222 42.75694444444444 41.03472222222222 678.5652777777777 5.854861111111111
1 21 1 1 1 2.0680555555555555 32.94444444444444 33.111111111111114 183.45416666666668 1.3652777777777778
1 22 1 1 1 3.581944444444444 37.47916666666666 35.333333333333336 552.9756944444445 4.672222222222222
1 23 1 1 1 8.2 58.84722222222222 54.02777777777778 1570.521527777778 13.865277777777775
1 24 1 1 1 6.722222222222222 54.47916666666666 50.97222222222222 1451.4361111111111 12.81111111111111
1 25 1 1 1 5.370138888888889 49.29861111111112 45.951388888888886 1201.1722222222222 10.543055555555556
1 26 1 1 1 2.428472222222222 36.61111111111112 35.94444444444444 399.9423611111111 3.23125
1 27 1 1 1 2.125694444444445 28.756944444444443 28.791666666666668 113.86111111111111 0.6729166666666667
1 28 1 1 1 3.0444444444444443 34.263888888888886 32.326388888888886 335.0576388888889 2.683333333333333
1 29 1 1 1 2.716666666666667 35.048611111111114 33.84722222222222 338.6402777777778 2.7131944444444445
1 30 1 1 1 2.48125 32.5625 31.95138888888889 238.20347222222225 1.7402777777777778
1 31 1 1 1 3.4770833333333333 42.16666666666666 40.020833333333336 703.8520833333333 6.060416666666667
1 32 1 1 1 2.663888888888889 36.020833333333336 34.895833333333336 319.8861111111111 2.5541666666666667
1 33 1 1 1 3.629166666666667 42.84027777777778 40.833333333333336 710.4680555555556 6.097222222222222
1 34 1 1 1 2.861805555555556 35.06944444444444 33.69444444444444 374.0597222222222 3.0930555555555554
1 35 1 1 1 11.434722222222222 62.076388888888886 53.375 1659.9701388888889 14.647916666666667
1 36 1 1 1 10.214583333333334 60.88194444444444 53.020833333333336 1621.6999999999998 14.311805555555557
1 37 1 1 1 6.307638888888889 52.69444444444444 49.74305555555556 1295.6451388888888 11.418055555555556
1 38 1 1 1 7.0875 55.74305555555556 51.84722222222222 1472.1527777777778 12.992361111111112
1 39 1 1 1 3.808333333333333 42.90972222222222 40.65277777777778 780.411111111111 6.864583333333333
1 40 1 1 1 5.645138888888889 50.24305555555556 46.50694444444444 1152.7979166666669 10.146527777777775
1 41 1 1 1 6.753472222222222 55.03472222222222 51.65277777777778 1447.3069444444443 12.776388888888889
1 42 1 1 1 7.834027777777777 58.00694444444444 53.17361111111112 1539.6138888888888 13.594444444444443
1 43 1 1 1 6.977083333333334 52.020833333333336 47.19444444444444 1213.759722222222 10.694444444444445
1 44 1 1 1 8.561805555555557 59.451388888888886 53.72222222222222 1578.9173611111112 13.936805555555557
1 45 1 1 1 12.677083333333334 62.54861111111112 53.208333333333336 1654.3402777777778 14.59375
1 46 1 1 1 7.585416666666666 56.90972222222222 53.125 1421.9875000000002 12.539583333333333
1 47 1 1 1 7.031944444444445 54.15277777777778 49.84027777777778 1377.6756944444444 12.15486111111111
1 48 1 1 1 3.657638888888889 39.36805555555556 37.875 613.9729166666667 5.134722222222222
1 49 1 1 1 4.804166666666666 47.5 44.451388888888886 1150.3743055555556 10.124305555555557
1 50 1 1 1 6.834027777777778 53.895833333333336 49.17361111111112 1336.8791666666666 11.7875
1 51 1 1 1 11.052777777777775 62.88194444444444 55.083333333333336 1660.05625 14.645833333333334
1 52 1 1 1 9.9 60.66666666666666 54.076388888888886 1626.107638888889 14.353472222222225
1 53 1 1 1 4.392361111111111 45.72222222222222 44.02777777777778 866.4076388888889 7.521527777777777
1 54 1 1 1 3.675 43.263888888888886 40.68055555555556 845.5215277777778 7.399305555555555
1 55 1 1 1 5.209722222222222 48.55555555555556 45.30555555555556 1110.6291666666666 9.7625
1 56 1 1 1 5.501388888888889 50.6875 47.65277777777778 1289.8708333333334 11.385416666666666
1 57 1 1 1 7.268055555555555 51.73611111111112 46.98611111111112 1170.6750000000002 10.277083333333334
1 58 1 1 1 10.488194444444444 61.30555555555556 54.25694444444444 1631.8486111111113 14.404166666666663
1 59 1 1 1 8.530555555555557 58.11111111111112 53.40972222222222 1542.1819444444443 13.6125
1 60 1 1 1 4.146527777777778 44.8125 42.25 948.1166666666666 8.240277777777777
1 61 1 1 1 3.654861111111111 40.93055555555556 38.91666666666666 734.5354166666667 6.409722222222222
1 62 1 1 1 2.645985401459854 34.29197080291971 34.29197080291971 303.4430656934307 2.4744525547445257
1 63 1 1 1 3.436111111111112 42.43055555555556 40.11111111111112 810.2743055555555 7.076388888888889
1 64 1 1 1 3.710416666666666 38.79861111111112 36.826388888888886 696.9222222222222 6.002777777777777
1 65 1 1 1 7.648611111111112 57.145833333333336 53.03472222222222 1507.5402777777776 13.306944444444444
1 66 1 1 1 5.123611111111111 49.0625 45.73611111111112 1269.06875 11.2
1 67 1 1 1 7.094444444444445 52.59722222222222 48.03472222222222 1347.4048611111111 11.880555555555556
1 68 1 1 1 4.054166666666666 44.85416666666666 42.63194444444444 880.0256944444444 7.670833333333332
1 69 1 1 1 4.728472222222222 43.875 42.15277777777778 812.4291666666667 6.986111111111111
1 70 1 1 1 5.734722222222222 50.46527777777778 47.638888888888886 1225.1159722222224 10.790277777777778
1 71 1 1 1 2.863888888888889 37.68055555555556 36.77777777777778 397.9784722222223 3.305555555555556
1 72 1 1 1 3.261111111111111 40.60416666666666 38.97916666666666 541.9236111111111 4.481249999999999
1 73 1 1 1 2.9722222222222223 39.84722222222222 38.52777777777778 489.22222222222223 4.146527777777778
1 74 1 1 1 3.091666666666667 38.951388888888886 37.22222222222222 648.7423611111111 5.629166666666666
1 75 1 1 1 3.5715277777777774 39.34027777777778 38.47222222222222 627.4513888888889 5.438194444444445
1 76 1 1 1 4.550694444444444 46.97222222222222 43.958333333333336 1069.86875 9.418055555555556
1 77 1 1 1 2.6875 35.75694444444444 35.06944444444444 445.0201388888889 3.845138888888889
1 78 1 1 1 2.615972222222222 35.479166666666664 34.75694444444444 405.4194444444445 3.384722222222222
1 79 1 1 1 4.095833333333333 45.125 42.71527777777778 870.838888888889 7.572916666666667
1 80 1 1 1 3.8375 41.49305555555556 39.90277777777778 746.3819444444445 6.516666666666667
1 81 1 1 1 3.892361111111111 44.52777777777778 42.395833333333336 775.9166666666666 6.696527777777778
1 82 1 1 1 5.053472222222222 47.0 44.61111111111112 933.7722222222224 8.087499999999999
1 83 1 1 1 4.523611111111111 46.94444444444444 43.86111111111112 1116.0659722222222 9.802777777777775
1 84 1 1 1 3.3118055555555554 38.49305555555556 37.6875 565.3763888888889 4.895833333333333
1 85 1 1 1 4.357638888888889 46.326388888888886 43.645833333333336 944.9458333333334 8.335416666666667
1 86 1 1 1 4.121527777777778 43.875 41.583333333333336 840.7715277777778 7.245138888888889
1 87 1 1 1 4.415942028985507 45.992753623188406 43.01449275362319 992.1072463768116 8.731159420289856
1 88 1 1 1 3.634722222222222 41.53472222222222 39.5 805.1152777777778 6.990277777777778
1 89 1 1 1 2.033333333333333 33.048611111111114 33.395833333333336 179.8625 1.307638888888889
1 90 1 1 1 3.3097222222222222 37.96527777777778 36.22222222222222 562.8590277777778 4.75
1 91 1 1 1 7.220833333333333 54.6875 50.02777777777778 1432.5111111111112 12.647222222222222
1 92 1 1 1 4.631944444444445 46.951388888888886 43.78472222222222 1065.8354166666666 9.356944444444444
1 93 1 1 1 3.0680555555555555 40.04166666666666 39.04166666666666 565.5111111111112 4.739583333333333
1 94 1 1 1 3.617361111111111 41.02777777777778 38.97916666666666 723.7527777777777 6.153472222222223
1 95 1 1 1 9.785416666666666 59.09722222222222 52.22916666666666 1547.9986111111111 13.656944444444443
1 96 1 1 1 7.101388888888889 55.91666666666666 51.951388888888886 1461.4722222222222 12.891666666666667
1 97 1 1 1 3.2319444444444443 42.625 41.395833333333336 633.1701388888889 5.320138888888889
1 98 1 1 1 2.834722222222222 36.583333333333336 35.27777777777778 476.7736111111111 4.097222222222222
1 99 1 1 1 4.497222222222223 46.576388888888886 44.69444444444444 859.8215277777778 7.379861111111111
1 100 1 1 1 3.4770833333333333 41.43055555555556 39.9375 601.8833333333333 5.05625
1 101 1 1 1 4.6625 47.09027777777778 43.888888888888886 1030.976388888889 9.01736111111111
1 102 1 1 1 6.179166666666666 52.86111111111112 48.701388888888886 1389.3645833333333 12.2625
1 103 1 1 1 6.627083333333333 53.8125 49.6875 1433.3333333333333 12.649305555555555
1 104 1 1 1 4.670833333333333 47.833333333333336 44.9375 1083.0375 9.51736111111111
1 105 1 1 1 2.34375 34.75694444444444 34.111111111111114 388.9118055555556 3.309722222222222
